contig_1_polish	623911	624645	ID=bc01_00548;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:db_unique.faa:RipAY_YC45.RSYC45_m014020;locus_tag=bc01_00548;note=AutoIPR: IPR021783:Protein of unknown function DUF3348%3B;product=hypothetical protein	contig_1_polish	904693	905543	IS5	280049	barcode01
contig_1_polish	1489697	1495915	ID=bc01_01330;Name=XopAD;gene=XopAD;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:db_unique.faa:Xantho_T3E_224;locus_tag=bc01_01330;product=XopAD 	contig_1_polish	1496931	1498095	IS5	1017	barcode01
contig_1_polish	1501460	1503475	ID=bc01_01337;Name=XopF1;gene=XopF1;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:db_unique.faa:Xantho_T3E_184;locus_tag=bc01_01337;product=XopF1 	contig_1_polish	1499424	1499840	IS5	1621	barcode01
contig_1_polish	1521485	1521850	ID=bc01_01359;Name=XopA_Harpin;gene=XopA_Harpin;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:db_unique.faa:Xantho_T3E_144;locus_tag=bc01_01359;product=XopA_Harpin 	contig_1_polish	1530152	1531153	IS5	8303	barcode01
contig_1_polish	1523036	1523569	ID=bc01_01362;Name=XopM_1;gene=XopM_1;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:db_unique.faa:Xantho_T3E_565;locus_tag=bc01_01362;product=XopM 	contig_1_polish	1530152	1531153	IS5	6584	barcode01
contig_1_polish	1526341	1527258	ID=bc01_01365;Name=XopAL1;gene=XopAL1;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:db_unique.faa:Xantho_T3E_347;locus_tag=bc01_01365;product=XopAL1 	contig_1_polish	1530152	1531153	IS5	2895	barcode01
contig_1_polish	1528137	1530098	ID=bc01_01366;Name=XopP;gene=XopP;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:db_unique.faa:Xantho_T3E_96;locus_tag=bc01_01366;product=XopP 	contig_1_polish	1530152	1531153	IS5	55	barcode01
contig_1_polish	1532369	1533016	ID=bc01_01369;Name=XopM_2;gene=XopM_2;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:db_unique.faa:Xantho_T3E_564;locus_tag=bc01_01369;product=XopM 	contig_1_polish	1531280	1532444	IS5	0	barcode01
contig_1_polish	1599820	1600293	ID=bc01_01428;Name=XopAZ_1;gene=XopAZ_1;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:db_unique.faa:Xantho_T3E_123;locus_tag=bc01_01428;product=XopAZ 	contig_1_polish	1531280	1532444	IS5	67377	barcode01
contig_1_polish	2841049	2842815	ID=bc01_02486;Name=AvrXccA2;gene=AvrXccA2;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:db_unique.faa:Xantho_T3E_194;locus_tag=bc01_02486;product=AvrXccA2 	contig_1_polish	2833217	2834419	IS3	6631	barcode01
